Iteration	Posterior	Likelihood	Prior	lambda[1]	lambda[2]	lambda[3]	lambda[4]	lambda[5]	lambda[6]	lambda[7]	lambda[8]	lambda[9]	lambda[10]	lambda[11]	lambda[12]	lambda[13]	lambda[14]	lambda[15]	lambda[16]	lambda[17]	lambda[18]	lambda[19]	lambda[20]	lambda[21]	lambda[22]	lambda[23]	lambda[24]	lambda[25]	lambda[26]	lambda[27]	lambda[28]	lambda[29]	lambda[30]	lambda[31]	lambda[32]	lambda[33]	lambda[34]	lambda[35]	lambda[36]	lambda[37]	lambda[38]	lambda[39]	lambda[40]	lambda[41]	lambda[42]	lambda[43]	lambda[44]	lambda[45]	lambda[46]	lambda[47]	lambda[48]	lambda[49]	lambda[50]	lambda[51]	lambda[52]	lambda[53]	lambda[54]	lambda[55]	lambda[56]	lambda[57]	lambda[58]	lambda[59]	lambda[60]	lambda[61]	lambda[62]	lambda[63]	lambda[64]	lambda[65]	lambda[66]	lambda[67]	lambda[68]	lambda[69]	lambda[70]	lambda[71]	lambda[72]	lambda[73]	lambda[74]	lambda[75]	lambda[76]	lambda[77]	lambda[78]	lambda[79]	lambda[80]	lambda[81]	lambda[82]	lambda[83]	lambda[84]	lambda[85]	lambda[86]	lambda[87]	lambda[88]	lambda[89]	lambda[90]	lambda[91]	lambda[92]	lambda[93]	lambda[94]	lambda[95]	lambda[96]	lambda[97]	lambda[98]	m_w[1][1]	m_w[1][2]	m_w[1][3]	m_w[1][4]	m_w[1][5]	m_w[1][6]	m_w[1][7]	mu[1]	mu[2]	mu[3]	mu[4]	mu[5]	mu[6]	mu[7]	mu[8]	mu[9]	mu[10]	mu[11]	mu[12]	mu[13]	mu[14]	mu[15]	mu[16]	mu[17]	mu[18]	mu[19]	mu[20]	mu[21]	mu[22]	mu[23]	mu[24]	mu[25]	mu[26]	mu[27]	mu[28]	mu[29]	mu[30]	mu[31]	mu[32]	mu[33]	mu[34]	mu[35]	mu[36]	mu[37]	mu[38]	mu[39]	mu[40]	mu[41]	mu[42]	mu[43]	mu[44]	mu[45]	mu[46]	mu[47]	mu[48]	mu[49]	mu[50]	mu[51]	mu[52]	mu[53]	mu[54]	mu[55]	mu[56]	mu[57]	mu[58]	mu[59]	mu[60]	mu[61]	mu[62]	mu[63]	mu[64]	mu[65]	mu[66]	mu[67]	mu[68]	mu[69]	mu[70]	mu[71]	mu[72]	mu[73]	mu[74]	mu[75]	mu[76]	mu[77]	mu[78]	mu[79]	mu[80]	mu[81]	mu[82]	mu[83]	mu[84]	mu[85]	mu[86]	mu[87]	mu[88]	mu[89]	mu[90]	mu[91]	mu[92]	mu[93]	mu[94]	mu[95]	mu[96]	mu[97]	mu[98]	phi_b[1]	phi_b[2]	phi_d[1]	phi_d[2]	phi_e[1]	phi_e[2]	phi_w[1]	phi_w[2]	r_e[1]	r_e[2]	r_e[3]	r_e[4]	r_e[5]	r_e[6]	r_e[7]	r_w[1]	r_w[2]	r_w[3]	r_w[4]	r_w[5]	r_w[6]	r_w[7]	rho_b	rho_d	rho_e	rho_w	sigma_b[1]	sigma_b[2]	sigma_d[1]	sigma_d[2]	sigma_e[1]	sigma_e[2]	sigma_w[1]	sigma_w[2]	speciation_rates[1]	speciation_rates[2]	total_speciation	use_phi_b[1]	use_phi_b[2]	use_phi_d[1]	use_phi_d[2]	use_phi_e[1]	use_phi_e[2]	use_phi_w[1]	use_phi_w[2]	use_sigma_b[1]	use_sigma_b[2]	use_sigma_d[1]	use_sigma_d[2]	use_sigma_e[1]	use_sigma_e[2]	use_sigma_w[1]	use_sigma_w[2]
1000	-164.0565	-149.062	-14.99457	0.253811	0.242707	0.47081	0.446183	0.213352	0.00755247	0.127525	0.562691	0.840975	0.78228	0.850836	0.767626	0.961321	0.671748	0.543214	0.733451	0.699762	0.490394	0.348935	0.538755	0.503024	0.262189	6.60703	6.59593	6.82403	6.7994	6.56657	6.36077	1.07218	1.06123	1.29098	1.24062	0.842854	1.07332	1.01354	1.05513	0.987198	1.18801	0.647599	0.881064	0.817632	0.863096	0.790987	0.990724	0.642113	0.556075	0.756375	0.723454	3.8659	4.1877	4.08782	4.22556	4.08205	4.2445	4.08726	3.86503	4.02124	3.97911	3.92337	3.68071	3.83673	3.79082	3.54253	1.54155	1.3181	1.29579	1.51717	1.46894	1.12263	1.10046	1.3225	1.27198	0.870194	1.09456	1.03921	1.06976	1.01049	1.2146	3.37531	3.37662	3.60804	3.52174	3.17095	3.4039	3.30001	3.39093	3.27207	3.44711	2.98477	3.22378	3.11324	3.21124	3.08478	3.25788	2.99966	2.84792	3.02213	2.9813	2.96684	2.83705	5.5034	5.21552	2.49392	0.0882823	1.49066	0.0979951	0.0929846	0.0457154	0.0429537	0.0182563	0.000403174	0.0440659	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.17228	0	-1.95653	0	-1.43509	-1.73789	-1.23767	-1.02204	0.0979951	0.0929846	0.0457154	0.0429537	0.0182563	0.000403174	0.0440659	0.253811	0.242707	0.47081	0.446183	0.213352	0.00755247	0.127525	0.02785907	0.01989396	0.02127489	0.0855491	1.7224	1.55274	0	1.52789	0	0.0613526	1.27446	0	0.0855491	0.0278591	0.1134082	1	0	1	0	1	1	1	1	1	1	0	1	0	1	1	0
1020	-163.96	-147.5383	-16.42175	0.176697	0.170477	0.381502	0.365497	0.202904	0.00689016	0.102017	0.548645	1.03932	0.765736	1.26024	0.799397	0.855579	1.5285	0.681488	0.712299	0.66187	1.55096	0.550507	0.563363	0.50028	0.307087	96.3112	96.305	96.516	96.5	96.3374	96.1414	1.06341	1.11243	1.35551	1.1454	1.01829	1.26916	1.00724	1.32718	0.986744	1.08435	0.882218	1.13924	0.855597	1.20156	0.832353	0.920186	1.16665	0.66387	0.751779	0.705103	48.8653	49.6217	49.0943	50.0592	49.1759	49.0815	50.7026	49.1008	48.9572	48.873	50.9064	49.0316	48.8543	48.7452	48.5219	1.47476	1.34959	1.34494	1.56119	1.36972	1.20038	1.19479	1.41199	1.2084	1.04324	1.28075	1.04635	1.29691	1.01679	1.13178	33.5061	33.6176	33.8917	33.4841	33.5886	33.8783	33.3699	34.0045	33.3449	33.3309	33.5086	33.8119	33.2615	33.9461	33.2313	33.1981	34.0258	33.057	33.0241	32.9471	2.54676	2.45711	5.49865	5.26797	2.92448	0.0993091	1.47039	0.0240058	0.0245184	0.0329654	0.0338345	0.0483712	0.244171	0.0334752	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.80795	0.16477	-1.21818	0	0.599812	0	-0.987221	-0.955051	0.0240058	0.0245184	0.0329654	0.0338345	0.0483712	0.244171	0.0334752	0.176697	0.170477	0.381502	0.365497	0.202904	0.00689016	0.102017	0.07327105	0.032905	0.03202817	0.06938097	1.81465	1.96567	0	1.47941	0	0	1.2937	-0.717589	0.069381	0.073271	0.142652	1	1	1	0	1	0	1	1	1	1	0	1	0	0	1	1
1040	-164.6982	-150.0505	-14.64777	0.207006	0.206551	0.206147	0.206135	0.206028	0.031789	0.20614	0.445678	0.492195	0.446848	0.532731	0.455077	0.429218	0.607473	0.462428	0.432242	0.426656	0.471584	0.29911	0.265696	0.257991	0.252927	8.57898	8.57852	8.57812	8.57811	8.578	8.40376	0.681048	0.692525	0.694683	0.660004	0.704218	0.708337	0.664578	0.719015	0.662685	0.642829	0.540574	0.547435	0.498981	0.558563	0.496771	0.474376	0.57851	0.494469	0.473045	0.467537	4.76654	4.8584	4.7697	4.93707	4.78598	4.73512	5.07972	4.80058	4.74124	4.73014	4.97741	4.64781	4.58228	4.56699	4.55702	0.903207	0.910846	0.91123	0.906928	0.875136	0.746967	0.747684	0.743035	0.708496	0.747552	0.747563	0.708222	0.750533	0.704155	0.686192	3.66989	3.69258	3.69702	3.62899	3.71572	3.72398	3.63819	3.74447	3.63441	3.59534	3.56227	3.57609	3.4811	3.59737	3.47671	3.43262	3.63539	3.47222	3.43008	3.41912	2.59768	2.59197	2.58691	2.58676	2.58541	0.398916	2.58682	0.0770236	0.0768832	0.0767586	0.076755	0.0767217	0.0349114	0.0767564	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.86885	1.15106	-1.68438	-0.996834	0	-1.64285	0	-1.98077	0.0770236	0.0768832	0.0767586	0.076755	0.0767217	0.0349114	0.0767564	0.207006	0.206551	0.206147	0.206135	0.206028	0.031789	0.20614	0.05937821	0.02393117	0.03489526	0.07968856	1.03776	0.704738	0	0	0	-0.786643	0	-1.86801	0.0796886	0.0593782	0.1390668	1	1	1	1	0	1	0	1	1	1	0	0	0	1	0	1
1060	-163.9449	-145.9973	-17.9476	0.504839	0.483397	0.394481	0.374765	0.185359	0.00184051	0.261454	1.04605	1.04455	0.939425	1.10145	0.934936	0.799304	1.05502	0.759376	0.615582	0.585777	0.945299	0.596214	0.446118	0.412347	0.213964	6.54967	6.52822	6.43931	6.41959	6.23019	6.04667	1.48851	1.4895	1.40857	1.32328	1.32156	1.24393	1.14194	1.24687	1.11982	0.995733	1.15756	1.08332	0.97333	1.08761	0.950462	0.82228	0.93903	0.758119	0.63085	0.601524	4.25496	4.33051	4.1518	4.4484	4.16128	3.98194	4.5012	3.9982	3.80368	3.76416	4.43606	3.85299	3.64754	3.60044	3.39342	1.88622	1.70976	1.69203	1.6006	1.52101	1.54344	1.52586	1.43426	1.34999	1.33787	1.25418	1.1605	1.2428	1.13478	1.01484	3.77995	3.79985	3.72535	3.5816	3.65101	3.58271	3.40796	3.60283	3.38343	3.22559	3.50385	3.44305	3.25345	3.46516	3.22756	3.06188	3.34519	3.03227	2.86852	2.82984	3.86746	3.7032	3.02203	2.87099	1.42	0.0140998	2.00294	0.0255929	0.0255856	0.0254832	0.0254742	0.0253512	0.161033	0.0254779	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.91333	0.0375176	-1.83464	0	-0.00812547	0	-1.18071	-1.62892	0.0255929	0.0255856	0.0254832	0.0254742	0.0253512	0.161033	0.0254779	0.504839	0.483397	0.394481	0.374765	0.185359	0.00184051	0.261454	0.03715413	0.01789176	0.02549316	0.130535	0	1.20012	-1.02183	1.58397	0	1.87072	0.381075	-1.42466	0.130535	0.0371541	0.1676892	1	1	1	0	1	0	1	1	0	1	1	1	0	1	1	1
1080	-161.3441	-150.0383	-11.30587	0.112063	0.107445	0.278293	0.264336	0.130391	0.00531095	0.0580386	0.305065	0.558271	0.475309	0.605377	0.477086	0.595637	0.572006	0.356729	0.468855	0.44193	0.494504	0.250661	0.360307	0.329819	0.184392	12.6265	12.6219	12.7928	12.7788	12.6449	12.5198	0.641257	0.648969	0.823469	0.755828	0.537744	0.714021	0.630814	0.713109	0.614064	0.743855	0.430429	0.61147	0.521475	0.611167	0.504179	0.631295	0.50087	0.366841	0.495009	0.468937	6.67448	7.00339	6.84851	7.10401	6.86503	6.93398	7.15423	6.75729	6.81409	6.77466	7.11438	6.66867	6.72134	6.67506	6.51856	0.938893	0.819519	0.808656	0.970078	0.906613	0.711575	0.700999	0.863128	0.795454	0.570199	0.737341	0.661524	0.724563	0.640895	0.775375	4.99134	5.01939	5.19726	5.06991	4.92919	5.11065	4.95349	5.12097	4.93403	5.02405	4.83806	5.02924	4.85922	5.04068	4.83875	4.92365	4.95035	4.6981	4.78512	4.74722	2.02258	1.93924	5.0228	4.77089	2.35337	0.0958552	1.04752	0.0105886	0.0105886	0.0105886	0.0105886	0.0105886	0.0194434	0.0105886	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.40062	0	-1.99466	0	0	0	-1.18581	-0.278816	0.0105886	0.0105886	0.0105886	0.0105886	0.0105886	0.0194434	0.0105886	0.112063	0.107445	0.278293	0.264336	0.130391	0.00531095	0.0580386	0.04348904	0.03951939	0.01058861	0.05540595	1.60943	1.36521	-1.17771	0	0	0.607727	1.53722	0	0.0554059	0.043489	0.09889499	1	0	1	0	0	0	1	1	1	1	1	0	0	1	1	0
1100	-162.3556	-151.7406	-10.61506	0.231669	0.231222	0.30843	0.308414	0.308273	0.308035	0.230819	0.492427	0.605258	0.57082	0.63385	0.577323	0.633685	0.683692	0.58295	0.636244	0.631385	0.708101	0.590975	0.642447	0.635991	0.631551	6.89262	6.89218	6.96939	6.96937	6.96923	6.96899	0.82673	0.835954	0.913928	0.886929	0.845314	0.924607	0.890689	0.93067	0.888984	0.9498	0.853078	0.935021	0.89752	0.941297	0.895629	0.954606	0.952901	0.893524	0.953414	0.948583	3.96754	4.11479	4.04753	4.17038	4.06039	4.09631	4.26605	4.07161	4.10154	4.09189	4.31245	4.08762	4.11407	4.10128	4.0926	1.15111	1.15752	1.15792	1.22996	1.20484	1.16566	1.16642	1.23836	1.21106	1.16642	1.24153	1.21079	1.24196	1.20723	1.26944	3.25578	3.27401	3.35259	3.29971	3.29259	3.37374	3.30732	3.38536	3.30393	3.34857	3.30807	3.39454	3.3211	3.40653	3.31735	3.35837	3.42877	3.31329	3.35614	3.34654	2.31042	2.30597	3.07595	3.0758	3.07439	3.07202	2.30195	0.00576209	0.00559731	0.00372763	0.00359678	0.0022017	0.000238374	0.0036499	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.64358	0	-1.7976	-0.365114	-0.823656	0	0	-1.73761	0.00576209	0.00559731	0.00372763	0.00359678	0.0022017	0.000238374	0.0036499	0.231669	0.231222	0.30843	0.308414	0.308273	0.308035	0.230819	0.02773813	0.0345025	0.003878235	0.1002712	1.42695	0.568664	0	0	0	0	0.28983	0	0.100271	0.0277381	0.1280093	1	0	1	1	1	0	0	1	1	1	0	0	0	0	1	0
1120	-159.8345	-147.2741	-12.56038	0.150646	0.142009	0.354406	0.329947	0.123575	0.00144644	0.0603168	0.451113	0.866033	0.663999	1.00778	0.676152	0.77267	1.09656	0.502399	0.581083	0.530177	1.12163	0.427296	0.494525	0.434495	0.204635	62.3156	62.307	62.5194	62.4949	62.2886	62.1664	0.926702	0.95225	1.17938	1.02041	0.797956	1.03134	0.833913	1.05073	0.803463	0.927249	0.72044	0.963228	0.747835	0.985045	0.715787	0.831108	0.857071	0.502085	0.619671	0.570261	31.7206	32.3316	31.9425	32.6305	31.9904	31.9731	32.9905	31.8484	31.7962	31.7191	33.1471	31.8188	31.7446	31.6496	31.3965	1.31845	1.14413	1.12555	1.32543	1.17882	1.0626	1.04448	1.24483	1.0875	0.843199	1.05942	0.88103	1.04722	0.841838	0.976027	21.9656	22.04	22.2812	21.9751	21.9362	22.1898	21.8083	22.2503	21.7718	21.808	21.9016	22.1745	21.7577	22.2396	21.7181	21.7376	22.1841	21.4971	21.5212	21.447	3.40475	3.20955	8.00996	7.45716	2.79292	0.032691	1.36322	0.0297616	0.0297616	0.0297616	0.0297616	0.0297616	0.0297616	0.0297616	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.71024	0	-1.80349	-0.740784	0	0	-1.6477	-0.898747	0.0297616	0.0297616	0.0297616	0.0297616	0.0297616	0.0297616	0.0297616	0.150646	0.142009	0.354406	0.329947	0.123575	0.00144644	0.0603168	0.08960006	0.01675832	0.02976161	0.04424572	1.85443	1.29276	0	0.737094	0	0	1.72866	0	0.0442457	0.0896001	0.1338458	1	0	1	1	0	0	1	1	1	1	0	1	0	0	1	0
1140	-165.7626	-150.2229	-15.53969	0.26226	0.261717	0.261235	0.261221	0.261093	0.0491421	0.261227	0.572053	0.585287	0.571856	0.592833	0.574879	0.562673	0.602765	0.57715	0.564493	0.560819	0.394901	0.368285	0.356536	0.352529	0.349191	1.74501	1.74447	1.74399	1.74398	1.74385	1.5319	0.863793	0.868256	0.86721	0.854096	0.872788	0.871944	0.856169	0.872285	0.855236	0.84393	0.663822	0.664297	0.647841	0.664748	0.646939	0.63571	0.665896	0.645773	0.634881	0.631196	1.48848	1.51312	1.48898	1.52672	1.49457	1.47232	1.54447	1.49885	1.47584	1.46896	1.3397	1.29254	1.27132	1.26387	1.25773	1.15473	1.15841	1.15938	1.15403	1.13985	0.950213	0.951342	0.946502	0.931762	0.952375	0.947838	0.931728	0.946201	0.929593	0.918598	1.60588	1.61425	1.61265	1.58853	1.6228	1.62158	1.59256	1.62214	1.5908	1.56981	1.41639	1.41766	1.38744	1.41844	1.38574	1.36495	1.42055	1.38364	1.36349	1.35649	2.45894	2.45385	2.44933	2.4492	2.44799	0.460754	2.44925	0.0380822	0.0389867	0.0454636	0.0467972	0.0696114	0.420582	0.0551014	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.520827	0.399713	-1.78557	0	0.666407	0	0	-1.86688	0.0380822	0.0389867	0.0454636	0.0467972	0.0696114	0.420582	0.0551014	0.26226	0.261717	0.261235	0.261221	0.261093	0.0491421	0.261227	0.06730412	0.04575582	0.05246146	0.1066558	1.98074	0	-1.81618	0	-0.175213	0	0	-1.66933	0.106656	0.0673041	0.1739599	1	1	1	0	1	0	0	1	1	0	1	0	1	0	0	1
1160	-169.6545	-149.2034	-20.45111	0.207529	0.207075	0.222385	0.222372	0.222257	0.134057	0.206666	0.477494	0.559696	0.495525	0.611014	0.508059	0.482357	0.697611	0.518893	0.487728	0.477823	0.651171	0.446169	0.412367	0.399515	0.390633	6.94829	6.94784	6.96315	6.96313	6.96302	6.87482	0.754412	0.772408	0.787584	0.73648	0.79081	0.808343	0.744179	0.817359	0.740556	0.72296	0.717621	0.740906	0.669978	0.750215	0.666107	0.64513	0.768393	0.661827	0.642857	0.632921	4.01283	4.15785	4.0339	4.25552	4.0584	3.99321	4.4169	4.0796	4.00393	3.98438	4.40493	4.0214	3.941	3.91572	3.89829	1.01317	1.02631	1.02713	1.02971	0.981582	0.954623	0.956312	0.958902	0.906515	0.956585	0.964756	0.906166	0.963387	0.89875	0.883573	3.25429	3.2895	3.30404	3.20464	3.32544	3.3445	3.21994	3.36105	3.21275	3.1631	3.26632	3.29686	3.1593	3.31387	3.15165	3.09543	3.34726	3.14326	3.09105	3.07138	2.58681	2.58115	2.77199	2.77183	2.77038	1.67099	2.57604	0.0166056	0.0173877	0.013853	0.0146322	0.0310176	0.240091	0.033497	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.5049	0	-1.67537	0	1.26021	1.46862	0	-1.97207	0.0166056	0.0173877	0.013853	0.0146322	0.0310176	0.240091	0.033497	0.207529	0.207075	0.222385	0.222372	0.222257	0.134057	0.206666	0.0935336	0.02081099	0.06176262	0.08022592	1.02102	-0.3447	-1.58054	1.56922	-0.850682	-1.35565	0.0732743	-0.504693	0.0802259	0.0935336	0.1737595	1	0	1	0	1	1	0	1	1	1	1	1	1	1	1	1
1180	-166.1822	-151.7398	-14.44249	0.390008	0.371071	0.409001	0.38536	0.170133	0.00582795	0.181834	0.861823	0.899753	0.880816	0.876112	0.857175	0.895105	0.660886	0.641948	0.679878	0.656238	0.49658	0.477643	0.515573	0.491932	0.276706	0.672586	0.653649	0.691579	0.667938	0.452712	0.288406	1.31084	1.2872	1.32513	1.30619	1.07197	1.1099	1.09097	1.08626	1.06733	1.10526	0.907668	0.945598	0.926661	0.921957	0.90302	0.94095	0.706731	0.687794	0.725724	0.702083	1.08367	1.1216	1.10267	1.09796	1.07903	1.11696	0.882737	0.8638	0.90173	0.878089	0.718432	0.699494	0.737424	0.713783	0.498557	1.74349	1.52827	1.50463	1.54256	1.52362	1.36396	1.34032	1.37825	1.35931	1.12509	1.16302	1.14409	1.13938	1.12045	1.15838	1.53997	1.51633	1.55426	1.53532	1.3011	1.33903	1.32009	1.31539	1.29645	1.33438	1.13679	1.17472	1.15579	1.15108	1.13215	1.17008	0.935857	0.91692	0.95485	0.931209	3.64512	3.46813	3.82263	3.60168	1.59011	0.0544697	1.69947	0.0255346	0.0255293	0.0047611	0.00476108	0.00476085	0.00476046	0.0255246	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1.80435	0	0	-0.183859	-1.37147	-1.3158	0.0255346	0.0255293	0.0047611	0.00476108	0.00476085	0.00476046	0.0255246	0.390008	0.371071	0.409001	0.38536	0.170133	0.00582795	0.181834	0.05506718	0.007330157	0.0233693	0.1069944	0	0.977937	0	1.95206	-1.67917	0	0.775509	0.328435	0.106994	0.0550672	0.1620616	0	0	1	0	0	1	1	1	0	1	0	1	1	0	1	1
1200	-161.2904	-153.1334	-8.156982	0.0855713	0.0855713	0.310242	0.310242	0.310242	0.310242	0.0855713	0.187488	0.426285	0.412865	0.436396	0.415615	0.630986	0.452623	0.417964	0.632291	0.629919	0.46016	0.421218	0.635259	0.632291	0.630193	1.83432	1.83432	2.05899	2.05899	2.05899	2.05899	0.511302	0.515299	0.739613	0.728579	0.51942	0.744174	0.730369	0.745475	0.729518	0.946499	0.522578	0.748701	0.733517	0.750065	0.732641	0.948986	0.752956	0.731664	0.948476	0.946083	1.12068	1.37282	1.34673	1.39221	1.35211	1.55852	1.42284	1.35669	1.56109	1.55641	1.43687	1.36302	1.56694	1.56109	1.55695	0.8315	0.834562	0.834843	1.05606	1.04543	0.83821	0.838706	1.06002	1.04848	0.838928	1.06125	1.04844	1.06041	1.0467	1.26415	1.18064	1.18848	1.41237	1.39076	1.19652	1.42126	1.39429	1.42365	1.3926	1.60209	1.20267	1.43012	1.40049	1.43262	1.39876	1.60701	1.43798	1.39682	1.606	1.60127	1	1	3.62553	3.62553	3.62553	3.62553	1	0.0188954	0.0190654	0.0216144	0.0218541	0.0254291	0.0505082	0.0217554	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.29388	0	-1.31443	0	0.254247	0	0	0	0.0188954	0.0190654	0.0216144	0.0218541	0.0254291	0.0505082	0.0217554	0.0855713	0.0855713	0.310242	0.310242	0.310242	0.310242	0.0855713	0.02008019	0.01259226	0.02135173	0.08557133	1.50811	0	-0.988381	1.70825	0	0	1.288	0	0.0855713	0.0200802	0.1056515	1	0	1	0	1	0	0	0	1	0	1	1	0	0	1	0
1220	-161.4741	-146.7106	-14.76353	0.0786552	0.0785528	0.260989	0.26098	0.260899	0.260763	0.0784603	0.418036	0.90713	0.614528	1.15107	0.67092	0.672165	1.57424	0.720609	0.695719	0.653278	1.78179	0.791563	0.751718	0.695574	0.657845	92.4997	92.4996	92.6821	92.6821	92.682	92.6819	0.842255	0.916918	1.12684	0.899949	0.995602	1.21246	0.928768	1.28012	0.922508	0.969825	1.0605	1.28754	0.980242	1.35839	0.97121	1.00887	1.47522	0.96312	1.00175	0.96387	46.9236	47.7011	47.1337	48.1654	47.244	47.0705	48.9529	47.3409	47.1171	47.0332	49.3313	47.4787	47.2276	47.1169	47.0424	1.16811	1.21306	1.22607	1.40166	1.19422	1.26694	1.27935	1.45664	1.23579	1.2925	1.48945	1.23624	1.51361	1.21916	1.2866	32.118	32.2639	32.5005	32.0552	32.4168	32.6676	32.1122	32.7968	32.0998	32.0147	32.542	32.8144	32.2137	32.9496	32.196	32.0922	33.1703	32.1801	32.0783	32.0031	1.75993	1.75764	5.8397	5.8395	5.83769	5.83466	1.75557	0.0191852	0.0198211	0.0126703	0.0131787	0.0226217	0.261334	0.0317511	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.61473	0	-1.71381	-0.449164	0.906453	0.609277	0	-1.17291	0.0191852	0.0198211	0.0126703	0.0131787	0.0226217	0.261334	0.0317511	0.0786552	0.0785528	0.260989	0.26098	0.260899	0.260763	0.0784603	0.08691059	0.0120704	0.0397852	0.04469217	1.98263	1.91101	0	1.57876	-0.895468	0	1.20186	0	0.0446922	0.0869106	0.1316028	1	0	1	1	1	1	0	1	1	1	0	1	1	0	1	0
